"MOLECULE","Prediction"
"ACT1_M_158750",4.62727793266312
"ACT1_M_158751",4.63236965576339
"ACT1_M_158752",4.67346517882118
"ACT1_M_158753",4.75658527380952
"ACT1_M_158756",4.96945050663919
"ACT1_M_158758",4.65582899159836
"ACT1_M_158764",4.59953981229297
"ACT1_M_158765",4.62607201923077
"ACT1_M_158766",4.74347348039216
"ACT1_M_158767",4.79798636037863
"ACT1_M_158768",4.49393039669386
"ACT1_M_158770",4.56844725
"ACT1_M_158771",4.62163947619048
"ACT1_M_158772",4.58673840896359
"ACT1_M_158773",4.5680751025641
"ACT1_M_158775",4.4461572394636
"ACT1_M_158776",4.60493285606061
"ACT1_M_158777",4.45681475
"ACT1_M_158778",4.63653189819376
"ACT1_M_158780",4.57299885065716
"ACT1_M_158782",4.7207336808849
"ACT1_M_158783",4.53149142857143
"ACT1_M_158784",4.7559897480034
"ACT1_M_158787",4.8282218403422
"ACT1_M_158789",4.528943
"ACT1_M_158790",4.73935583658009
"ACT1_M_158792",4.77605985714286
"ACT1_M_158793",4.63500112227603
"ACT1_M_158797",4.58380116176471
"ACT1_M_158799",4.89088200595238
"ACT1_M_158800",4.57595396428571
"ACT1_M_158801",4.55126390811966
"ACT1_M_158802",4.64775669643015
"ACT1_M_158804",4.77902221460367
"ACT1_M_158805",4.5776026483683
"ACT1_M_158806",4.65946091666667
"ACT1_M_158807",4.79958995238095
"ACT1_M_158808",4.69929460010823
"ACT1_M_158809",4.73308847510823
"ACT1_M_158810",4.76850665367965
"ACT1_M_158811",4.74757270606061
"ACT1_M_158812",4.71063587272727
"ACT1_M_158813",4.72768048541667
"ACT1_M_158814",4.72785355844156
"ACT1_M_158815",4.73964240844156
"ACT1_M_158816",4.6516973452381
"ACT1_M_158817",4.70629720606061
"ACT1_M_158818",4.76808728939394
"ACT1_M_158819",4.67266687272727
"ACT1_M_158820",4.81034274362777
"ACT1_M_158821",4.68468263095238
"ACT1_M_158822",4.93444885737628
"ACT1_M_158823",4.51357770238095
"ACT1_M_158824",4.52602863782051
"ACT1_M_158826",4.45608419035674
"ACT1_M_158830",4.57222247727273
"ACT1_M_158831",5.05095640079365
"ACT1_M_158833",4.87394733333333
"ACT1_M_158834",4.53678496909985
"ACT1_M_158836",4.71689410984848
"ACT1_M_158837",4.67274414761905
"ACT1_M_158838",4.82600762878788
"ACT1_M_158841",4.66708131486043
"ACT1_M_158842",4.56310243589744
"ACT1_M_158843",4.82955003174603
"ACT1_M_158844",4.86047188888889
"ACT1_M_158848",4.86386036607143
"ACT1_M_158849",4.90310780546537
"ACT1_M_158850",4.8260499047619
"ACT1_M_158853",4.94095374702381
"ACT1_M_158855",4.95186777480159
"ACT1_M_158856",4.47911049796748
"ACT1_M_158857",4.55765048763238
"ACT1_M_158859",4.55765048763238
"ACT1_M_158860",4.57279157417582
"ACT1_M_158861",4.6266453245098
"ACT1_M_158862",4.51909374404762
"ACT1_M_158863",4.39531819444445
"ACT1_M_158865",4.59260927380952
"ACT1_M_158866",4.54086828875969
"ACT1_M_158867",4.54086828875969
"ACT1_M_158868",4.33435406022409
"ACT1_M_158869",4.67077912639553
"ACT1_M_158870",4.59111932905138
"ACT1_M_158871",4.67077912639553
"ACT1_M_158872",4.50764530448718
"ACT1_M_158873",4.90568291666667
"ACT1_M_158874",5.1570449551282
"ACT1_M_158876",5.26702653305028
"ACT1_M_158877",4.8436677594697
"ACT1_M_158878",4.8436677594697
"ACT1_M_158879",4.81853889880952
"ACT1_M_158880",4.94713980307736
"ACT1_M_158881",4.52899225091575
"ACT1_M_158882",4.65514557582343
"ACT1_M_158883",4.46815975429894
"ACT1_M_158885",4.74221489423077
"ACT1_M_158886",4.43866363256987
"ACT1_M_158887",4.86488113400488
"ACT1_M_158888",4.36155533333333
"ACT1_M_158889",4.50219122895964
"ACT1_M_158890",4.70619026262626
"ACT1_M_158891",4.68424105694444
"ACT1_M_158892",4.85727178571428
"ACT1_M_158893",4.45142307717697
"ACT1_M_158894",4.46383583063111
"ACT1_M_158895",4.46939583063111
"ACT1_M_158896",4.67996908333333
"ACT1_M_158897",4.66648425626566
"ACT1_M_158898",4.50800415384615
"ACT1_M_158899",4.41308765384615
"ACT1_M_158900",4.41308765384615
"ACT1_M_158901",4.507338
"ACT1_M_158902",4.507338
"ACT1_M_158903",4.71196826612527
"ACT1_M_158904",4.46522422515528
"ACT1_M_158905",4.55309559440559
"ACT1_M_158906",4.51451611904762
"ACT1_M_158907",4.67299954166667
"ACT1_M_158908",4.64303235386473
"ACT1_M_158911",4.56708251074891
"ACT1_M_158912",4.64588745238095
"ACT1_M_158913",4.36155533333333
"ACT1_M_158914",4.83823477047545
"ACT1_M_158915",4.6797575
"ACT1_M_158916",4.56099958333333
"ACT1_M_158917",4.57755591666667
"ACT1_M_158918",4.63821591666667
"ACT1_M_158921",4.49050620495406
"ACT1_M_158922",4.36408337732095
"ACT1_M_158923",4.36408337732095
"ACT1_M_158924",4.51299553571428
"ACT1_M_158925",4.52565038373121
"ACT1_M_158927",4.69856667304625
"ACT1_M_158928",4.86286503010584
"ACT1_M_158929",4.43049544489093
"ACT1_M_158930",4.60771740985513
"ACT1_M_158931",4.82723392460318
"ACT1_M_158932",4.6620725245098
"ACT1_M_158933",4.68469225
"ACT1_M_158934",4.52407156306306
"ACT1_M_158935",4.54653916666667
"ACT1_M_158936",4.54677420833333
"ACT1_M_158938",4.67107332738095
"ACT1_M_158939",4.74308710697119
"ACT1_M_158940",4.54975904416353
"ACT1_M_158941",4.85277296780863
"ACT1_M_158942",4.43235259126984
"ACT1_M_158943",4.58307379848485
"ACT1_M_158944",4.61354321515152
"ACT1_M_158946",4.74420436800945
"ACT1_M_158949",4.61738800995954
"ACT1_M_158950",4.61098091666667
"ACT1_M_158951",4.77506268813727
"ACT1_M_158952",4.7744424702381
"ACT1_M_158954",4.6297074040404
"ACT1_M_158955",4.43179977272727
"ACT1_M_158956",4.62676413360861
"ACT1_M_158957",4.83645158477319
"ACT1_M_158958",4.95395411904762
"ACT1_M_158959",4.48501316666667
"ACT1_M_158960",4.46289300987224
"ACT1_M_158962",4.48966389232215
"ACT1_M_158963",4.43740405492424
"ACT1_M_158964",4.52521484659091
"ACT1_M_158965",4.46505489390729
"ACT1_M_158966",4.44381320229606
"ACT1_M_158967",4.52682782608696
"ACT1_M_158968",4.45212666666667
"ACT1_M_158969",4.52967281891025
"ACT1_M_158970",4.58386149242424
"ACT1_M_158973",4.62270704761905
"ACT1_M_158974",4.66869793390804
"ACT1_M_158975",4.47690235057471
"ACT1_M_158976",4.53451951724138
"ACT1_M_158977",4.4646907394636
"ACT1_M_158978",4.42596043390805
"ACT1_M_158979",4.55097133333333
"ACT1_M_158980",4.68708267384005
"ACT1_M_158981",5.23654524880952
"ACT1_M_158982",4.55602275213495
"ACT1_M_158983",5.0982954040404
"ACT1_M_158984",5.29446356204906
"ACT1_M_158987",4.62224887652386
"ACT1_M_158988",4.56624571688939
"ACT1_M_158989",4.66959384875752
"ACT1_M_158990",4.55888965194442
"ACT1_M_158991",4.55888965194442
"ACT1_M_158992",4.63018134875752
"ACT1_M_158993",4.50704801441859
"ACT1_M_158994",4.817064497669
"ACT1_M_158995",4.60692963670329
"ACT1_M_158996",4.62262700260368
"ACT1_M_158997",4.55671624413001
"ACT1_M_158998",4.4127969867657
"ACT1_M_159000",4.42753299263976
"ACT1_M_159001",4.6616520245098
"ACT1_M_159002",4.5965035
"ACT1_M_159004",4.50641151262626
"ACT1_M_159010",4.47911049796748
"ACT1_M_159011",4.47911049796748
"ACT1_M_159013",4.67353731313131
"ACT1_M_159014",4.41723583333333
"ACT1_M_159015",4.73716566666667
"ACT1_M_159016",4.4448715
"ACT1_M_159018",4.60512564650455
"ACT1_M_159019",4.63764366625795
"ACT1_M_159020",4.7026081036512
"ACT1_M_159021",4.7877846584294
"ACT1_M_159022",4.63654692409151
"ACT1_M_159023",5.16124484313726
"ACT1_M_159024",4.43684878869047
"ACT1_M_159025",4.43684878869047
"ACT1_M_159030",4.67494142636246
"ACT1_M_159031",4.56805574875496
"ACT1_M_159037",4.37907781666667
"ACT1_M_159039",4.64566724247855
"ACT1_M_159040",4.55611996315872
"ACT1_M_159041",4.75979556697932
"ACT1_M_159042",4.8629310530303
"ACT1_M_159043",4.35335765446208
"ACT1_M_159044",4.45167898484848
"ACT1_M_159045",4.313587
"ACT1_M_159046",4.3219345
"ACT1_M_159049",4.47772271336996
"ACT1_M_159059",4.49918691156463
"ACT1_M_159066",4.80832420238095
"ACT1_M_159069",4.45164991666667
"ACT1_M_159071",4.41509213068182
"ACT1_M_159076",4.6132915
"ACT1_M_159079",4.474759
"ACT1_M_159085",4.61411215274763
"ACT1_M_159086",4.6909087975595
"ACT1_M_159087",4.48705512227707
"ACT1_M_159099",5.07955745838481
"ACT1_M_159102",4.38260495833333
"ACT1_M_159103",4.51519813995453
"ACT1_M_159104",4.339414125
"ACT1_M_159111",4.38922325
"ACT1_M_159116",4.62758748534799
"ACT1_M_159121",4.33468169047619
"ACT1_M_159124",4.49446548809524
"ACT1_M_159125",4.5905151349877
"ACT1_M_159126",4.75572954551091
"ACT1_M_159127",4.77345056168169
"ACT1_M_159128",4.7575443579201
"ACT1_M_159129",4.63433990732758
"ACT1_M_159135",4.46435946590909
"ACT1_M_159136",4.59154058333333
"ACT1_M_159137",5.38251811863711
"ACT1_M_159138",4.46944516666666
"ACT1_M_159139",4.57431769047619
"ACT1_M_159140",4.57431769047619
"ACT1_M_159141",4.43533930203824
"ACT1_M_159142",4.83897881697932
"ACT1_M_159143",4.73465365729791
"ACT1_M_159144",4.58731812800163
"ACT1_M_159145",4.50310996315872
"ACT1_M_159146",4.83817851198027
"ACT1_M_159147",4.816790629871
"ACT1_M_159148",4.6641519430122
"ACT1_M_159149",4.52495308220634
"ACT1_M_159150",4.71703703168215
"ACT1_M_159151",4.63813976835352
"ACT1_M_159152",4.39822938096411
"ACT1_M_159153",4.64728990692641
"ACT1_M_159154",4.66517253925704
"ACT1_M_159155",4.59512791986868
"ACT1_M_159159",4.61541683333333
"ACT1_M_159160",4.83570885294118
"ACT1_M_159161",4.40782675
"ACT1_M_159165",4.86659982840722
"ACT1_M_159178",4.59755744331212
"ACT1_M_159179",4.65216821494386
"ACT1_M_159199",4.6921785162579
"ACT1_M_159243",5.07423280555556
"ACT1_M_159245",5.04423244868856
"ACT1_M_159247",4.51998323700717
"ACT1_M_159248",4.48032661742424
"ACT1_M_159249",4.58060661742424
"ACT1_M_159250",4.63528862667306
"ACT1_M_159251",4.69911601165501
"ACT1_M_159256",4.67598192832168
"ACT1_M_159280",4.45790674959742
"ACT1_M_159288",4.524621
"ACT1_M_159290",4.63819917532678
"ACT1_M_159291",4.60010404292347
"ACT1_M_159292",4.40637142628668
"ACT1_M_159293",4.86507091002747
"ACT1_M_159295",4.47973201845257
"ACT1_M_159296",4.41790689940496
"ACT1_M_159297",4.47598801719577
"ACT1_M_159298",4.44433488888889
"ACT1_M_159299",4.38248189507595
"ACT1_M_159300",4.45228212788018
"ACT1_M_159301",4.56100844381313
"ACT1_M_159302",4.42248830049923
"ACT1_M_159303",4.51776257212001
"ACT1_M_159304",4.62654431818182
"ACT1_M_159305",4.48056208333333
"ACT1_M_159306",4.50744277613854
"ACT1_M_159307",4.8263649516317
"ACT1_M_159308",4.50637437137664
"ACT1_M_159309",4.61354633398464
"ACT1_M_159310",4.57626497727492
"ACT1_M_159311",4.82217777056277
"ACT1_M_159312",4.79116622348485
"ACT1_M_159313",4.59591586309524
"ACT1_M_159314",4.77281846586053
"ACT1_M_159316",4.52643998717949
"ACT1_M_159317",4.49049019551282
"ACT1_M_159318",4.84091907147436
"ACT1_M_159319",4.46266852631579
"ACT1_M_159320",4.42255568965517
"ACT1_M_159321",4.95191028890825
"ACT1_M_159322",4.32275847437888
"ACT1_M_159326",4.54853019062258
"ACT1_M_159351",4.92615932936508
"ACT1_M_159352",4.49626003489327
"ACT1_M_159353",4.50578567559524
"ACT1_M_159354",4.46472953368176
"ACT1_M_159355",4.65340208529101
"ACT1_M_159356",4.49002146969697
"ACT1_M_159357",4.48237347768411
"ACT1_M_159358",4.44837359507389
"ACT1_M_159359",4.56281382780183
"ACT1_M_159360",4.43303152440496
"ACT1_M_159361",4.62682744443863
"ACT1_M_159362",4.42894478829384
"ACT1_M_159363",4.86507091002747
"ACT1_M_159364",4.47034641113516
"ACT1_M_159365",4.42270423697782
"ACT1_M_159366",4.48875780039788
"ACT1_M_159367",4.43838705128668
"ACT1_M_159368",4.47973201845257
"ACT1_M_159369",4.41790689940496
"ACT1_M_159370",4.56289743511924
"ACT1_M_159371",4.66348851488095
"ACT1_M_159372",4.84526062743507
"ACT1_M_159373",5.04412004545455
"ACT1_M_159374",4.47598801719577
"ACT1_M_159375",4.44433488888889
"ACT1_M_159376",4.5453719046659
"ACT1_M_159377",4.54239390972222
"ACT1_M_159378",4.56400004292347
"ACT1_M_159379",4.48774242549923
"ACT1_M_159380",4.79500482359307
"ACT1_M_159381",4.91320686434837
"ACT1_M_159382",4.64767350091575
"ACT1_M_159383",4.60323523245614
"ACT1_M_159384",4.60323523245614
"ACT1_M_159385",4.57838794047619
"ACT1_M_159387",4.59803971446035
"ACT1_M_159388",4.39009290962187
"ACT1_M_159398",4.43566785632184
"ACT1_M_159400",4.61185540381688
"ACT1_M_159401",4.48413933152174
"ACT1_M_159402",4.40961232738095
"ACT1_M_159403",4.42944154166667
"ACT1_M_159404",4.56245085989418
"ACT1_M_159407",4.5035173008658
"ACT1_M_159409",4.57776583333333
"ACT1_M_159415",4.40963742377923
"ACT1_M_159417",4.59811115360501
"ACT1_M_159421",4.46658853963415
"ACT1_M_159426",4.82977583333333
"ACT1_M_159427",4.52132662843407
"ACT1_M_159428",4.41960590909091
"ACT1_M_159429",4.41543753629515
"ACT1_M_159430",4.44908516474062
"ACT1_M_159431",4.51640957070707
"ACT1_M_159432",4.49319573750887
"ACT1_M_159433",4.56644533016983
"ACT1_M_159434",4.50623072787194
"ACT1_M_159435",4.50775458333333
"ACT1_M_159436",4.49152967351174
"ACT1_M_159437",4.50623072787194
"ACT1_M_159438",4.5003286983806
"ACT1_M_159439",4.36894629731638
"ACT1_M_159440",4.5169910625
"ACT1_M_159441",4.51463711775362
"ACT1_M_159442",4.49319903279618
"ACT1_M_159443",4.61030234965035
"ACT1_M_159444",4.51026246464646
"ACT1_M_159445",4.45404458216783
"ACT1_M_159446",4.49386322519841
"ACT1_M_159447",4.49378801832713
"ACT1_M_159448",4.49774348173239
"ACT1_M_159449",4.46021820229606
"ACT1_M_159505",4.52924228567666
"ACT1_M_159506",4.69961291475855
"ACT1_M_159509",4.51430177380952
"ACT1_M_159516",5.12970119230769
"ACT1_M_159519",4.40628881394994
"ACT1_M_159521",4.49381624907489
"ACT1_M_159522",4.41923484285581
"ACT1_M_159523",4.51941832234432
"ACT1_M_159525",4.526637375387
"ACT1_M_159526",4.526637375387
"ACT1_M_159527",4.55651030952381
"ACT1_M_159528",4.58724668452381
"ACT1_M_159529",4.94972500274725
"ACT1_M_159530",4.57253967676768
"ACT1_M_159536",5.04210532359307
"ACT1_M_159537",4.75922755555556
"ACT1_M_159539",4.57802274652778
"ACT1_M_159540",4.51044069435976
"ACT1_M_159550",4.53868878571429
"ACT1_M_159551",4.42780700789474
"ACT1_M_159552",4.51211783885904
"ACT1_M_159613",4.575012125
"ACT1_M_159614",4.37765075
"ACT1_M_159615",4.634447
"ACT1_M_159616",4.43733621602787
"ACT1_M_159617",4.48519058333333
"ACT1_M_159618",4.95317564810924
"ACT1_M_159619",4.91628377310924
"ACT1_M_159620",4.94511651543537
"ACT1_M_159623",4.40637515675676
"ACT2_M_7222",7.20799022891632
"ACT2_M_11691",5.81327925
"ACT2_M_12679",5.87214475911588
"ACT2_M_17466",5.48659184457373
"ACT2_M_27138",5.87887397564089
"ACT2_M_29313",5.77424386607143
"ACT2_M_29318",5.86890923322511
"ACT2_M_29320",5.67396087938913
"ACT2_M_29321",5.81680006078644
"ACT2_M_29322",5.87319580654762
"ACT2_M_29323",5.72189014672424
"ACT2_M_30405",5.74128549747475
"ACT2_M_36355",5.81959681589147
"ACT2_M_37778",5.47102400615764
"ACT2_M_37780",5.70364951190476
"ACT2_M_38016",5.87138456811399
"ACT2_M_38303",5.94895002389277
"ACT2_M_38304",5.90409716269841
"ACT2_M_38305",5.90723937103175
"ACT2_M_38306",5.7863082020202
"ACT2_M_38307",6.00808444037906
"ACT2_M_38308",5.90973725982351
"ACT2_M_38309",5.9796993219697
"ACT2_M_38310",6.06611879166667
"ACT2_M_38311",6.04291795833333
"ACT2_M_38554",5.97709808966036
"ACT2_M_38760",5.81106343478357
"ACT2_M_39589",5.88231893458217
"ACT2_M_39728",6.0532917486631
"ACT2_M_39913",5.9975660207465
"ACT2_M_40710",6.07945191067601
"ACT2_M_41059",6.01484074345123
"ACT2_M_41617",5.55014846794872
"ACT2_M_41624",5.67056512736976
"ACT2_M_41625",5.40585294155844
"ACT2_M_41689",5.51195015884403
"ACT2_M_41755",6.01485042727273
"ACT2_M_41762",5.79512634246716
"ACT2_M_41763",5.70171268154762
"ACT2_M_41945",5.55791053038341
"ACT2_M_42184",5.79005337297375
"ACT2_M_42206",5.99199731879773
"ACT2_M_42429",6.02116612820513
"ACT2_M_42621",7.85634306653714
"ACT2_M_42724",5.75221649317062
"ACT2_M_42761",5.61012368123543
"ACT2_M_42891",5.68398824317923
"ACT2_M_42892",5.75881410093786
"ACT2_M_43507",5.47487524306656
"ACT2_M_43640",5.46130563683945
"ACT2_M_43987",5.94387113962833
"ACT2_M_44281",5.60993736210317
"ACT2_M_44282",5.67678479464286
"ACT2_M_44453",5.82156977103859
"ACT2_M_44454",5.8754706577381
"ACT2_M_44455",5.56610862520525
"ACT2_M_44458",5.93360053869048
"ACT2_M_44643",5.5588292913961
"ACT2_M_44655",5.91097071151478
"ACT2_M_44656",5.89045021151478
"ACT2_M_44754",5.49550312698413
"ACT2_M_44932",5.83632192723453
"ACT2_M_45332",5.69014830555556
"ACT2_M_45741",5.70268889833822
"ACT2_M_45828",5.47296916666667
"ACT2_M_45830",6.00616018109668
"ACT2_M_48166",5.83250119663383
"ACT2_M_49703",6.11792514351852
"ACT2_M_49705",6.11792514351852
"ACT2_M_49833",6.38559514351852
"ACT2_M_50101",6.21198277777778
"ACT2_M_50118",6.42883185439561
"ACT2_M_50119",6.21198277777778
"ACT2_M_50212",7.12768683297258
"ACT2_M_50239",6.29472353140881
"ACT2_M_50259",7.38116719110627
"ACT2_M_50269",8.28227133274484
"ACT2_M_50270",7.62234659126984
"ACT2_M_50276",6.13820813449911
"ACT2_M_50277",6.67172556694589
"ACT2_M_50283",6.0126783897142
"ACT2_M_50284",6.81086196376812
"ACT2_M_50289",7.70400292653351
"ACT2_M_50292",8.25403840349299
"ACT2_M_50293",8.0323649265873
"ACT2_M_50294",7.82024118817204
"ACT2_M_50295",8.18071966206208
"ACT2_M_50296",8.18071966206208
"ACT2_M_50297",7.82024118817204
"ACT2_M_50298",7.82024118817204
"ACT2_M_50299",7.98627938359788
"ACT2_M_50302",7.68617825108225
"ACT2_M_50311",6.45506177726018
"ACT2_M_50312",6.33157976148324
"ACT2_M_50313",6.41925246773954
"ACT2_M_50314",6.44220529710145
"ACT2_M_50315",5.92577810244783
"ACT2_M_50316",6.32249430870413
"ACT2_M_50317",6.43372652777778
"ACT2_M_50319",6.25589160672134
"ACT2_M_50321",8.27834595634921
"ACT2_M_50322",8.27834595634921
"ACT2_M_50325",6.50386210265701
"ACT2_M_50328",6.50895781472788
"ACT2_M_50339",6.7269791968254
"ACT2_M_50340",6.7269791968254
"ACT2_M_50341",6.7269791968254
"ACT2_M_50343",7.50884403571429
"ACT2_M_50345",6.68886578967153
"ACT2_M_50346",6.68886578967153
"ACT2_M_50347",6.68886578967153
"ACT2_M_50348",7.55332315792541
"ACT2_M_50349",7.90672236118216
"ACT2_M_50352",7.24026513507618
"ACT2_M_50355",8.80422792857143
"ACT2_M_50356",7.98009956153633
"ACT2_M_50357",7.98009956153633
"ACT2_M_50359",6.10071064192904
"ACT2_M_50360",6.34007330910229
"ACT2_M_50361",6.00905029710145
"ACT2_M_50364",7.66199982293431
"ACT2_M_50365",6.48266001241135
"ACT2_M_50366",6.48266001241135
"ACT2_M_50367",6.48266001241135
"ACT2_M_50368",5.76509228220965
"ACT2_M_50369",6.06587824388112
"ACT2_M_50370",6.07117697723684
"ACT2_M_50371",6.33694509481657
"ACT2_M_50372",6.77381403907204
"ACT2_M_50373",8.50666770267085
"ACT2_M_50374",6.29985466534041
"ACT2_M_50382",8.42959408381354
"ACT2_M_50389",6.97324713043478
"ACT2_M_50400",6.97529091614907
"ACT2_M_50411",5.76629386904762
"ACT2_M_50415",7.41201323833622
"ACT2_M_50418",5.8042216485898
"ACT2_M_50422",6.34225371654571
"ACT2_M_50423",5.74366754182503
"ACT2_M_50424",6.15983114234272
"ACT2_M_50425",6.10327878927203
"ACT2_M_50426",6.16435421722885
"ACT2_M_50429",7.78430380668391
"ACT2_M_50432",6.3297179551282
"ACT2_M_50433",7.845117982532
"ACT2_M_50434",7.845117982532
"ACT2_M_50439",7.79863684354575
"ACT2_M_50441",5.98683859421709
"ACT2_M_50442",6.73662017053101
"ACT2_M_50445",7.53116156296992
"ACT2_M_50447",7.15300394987469
"ACT2_M_50449",8.0418811698645
"ACT2_M_50450",8.4172652970731
"ACT2_M_50453",7.91474184686147
"ACT2_M_50454",7.97305514285714
"ACT2_M_50455",5.94278454059829
"ACT2_M_50456",5.8037879028822
"ACT2_M_50458",5.4403109619883
"ACT2_M_50459",8.31359593290043
"ACT2_M_50460",7.3992883939394
"ACT2_M_50463",8.28392486309524
"ACT2_M_50464",7.80477728008021
"ACT2_M_50465",7.80477728008021
"ACT2_M_50469",7.95817658354342
"ACT2_M_50470",7.95817658354342
"ACT2_M_50478",8.34994381908832
"ACT2_M_50481",6.4905824647923
"ACT2_M_50483",5.68004775595238
"ACT2_M_50484",6.47888375
"ACT2_M_50485",8.18826592261905
"ACT2_M_50486",8.18826592261905
"ACT2_M_50487",8.01974649879191
"ACT2_M_50496",6.42585268154762
"ACT2_M_50499",7.83175955953344
"ACT2_M_50500",7.83175955953344
"ACT2_M_50501",5.54160371397243
"ACT2_M_50529",7.38116719110627
"ACT2_M_50530",7.38116719110627
"ACT2_M_50542",7.30551821192598
"ACT2_M_50551",6.33916073107448
"ACT2_M_50553",6.55047059325397
"ACT2_M_50554",6.43784363888889
"ACT2_M_50555",5.86293138461538
"ACT2_M_50565",7.95559308473389
"ACT2_M_50566",7.95559308473389
"ACT2_M_50567",7.96851292712843
"ACT2_M_50568",7.82763408504566
"ACT2_M_50569",7.82763408504566
"ACT2_M_50570",6.03583115196078
"ACT2_M_50571",6.59058960714286
"ACT2_M_50588",6.55047059325397
"ACT2_M_50589",6.55047059325397
"ACT2_M_50599",7.04382375
"ACT2_M_50600",7.04382375
"ACT2_M_50601",7.04382375
"ACT2_M_50603",5.907547914866
"ACT2_M_50615",6.9953445
"ACT2_M_50618",5.84718122916667
"ACT2_M_50648",8.001908002886
"ACT2_M_50649",8.11278249324124
"ACT2_M_50652",8.30063354166667
"ACT2_M_50653",8.30063354166667
"ACT2_M_50656",7.356414085097
"ACT2_M_50658",7.49318764519487
"ACT2_M_50659",6.23329114544893
"ACT2_M_50660",7.72715016806723
"ACT2_M_50661",7.72715016806723
"ACT2_M_50666",7.91474184686147
"ACT2_M_50667",8.01974649879191
"ACT2_M_50668",8.01974649879191
"ACT2_M_50669",6.50379129018912
"ACT2_M_50670",6.9953445
"ACT2_M_50671",6.9953445
"ACT2_M_50675",7.08918579304029
"ACT2_M_50679",5.84718122916667
"ACT2_M_50680",5.84718122916667
"ACT2_M_50681",7.72880796767186
"ACT2_M_50682",7.72880796767186
"ACT2_M_50683",7.56418285746606
"ACT2_M_50686",8.20171707657457
"ACT2_M_50687",7.23887656513776
"ACT2_M_50692",6.46281297431078
"ACT2_M_50693",6.46281297431078
"ACT2_M_50694",6.46281297431078
"ACT2_M_50695",6.46281297431078
"ACT2_M_50696",6.65147671146953
"ACT2_M_50697",8.19536948611111
"ACT2_M_50708",8.22948584920635
"ACT2_M_50709",8.22948584920635
"ACT2_M_50710",7.5172852069378
"ACT2_M_50711",8.38282341157407
"ACT2_M_50713",7.41575008958762
"ACT2_M_50714",6.0123906872482
"ACT2_M_50718",7.84822534993299
"ACT2_M_50740",8.12857357065774
"ACT2_M_50745",6.00739213257576
"ACT2_M_50748",7.3992883939394
"ACT2_M_50749",7.3992883939394
"ACT2_M_50758",7.0878175587275
"ACT2_M_50760",7.73616113461538
"ACT2_M_50761",7.73616113461538
"ACT2_M_50773",6.09015535793357
"ACT2_M_50779",7.97371675972222
"ACT2_M_50791",6.3008545625
"ACT2_M_50800",7.83350622285068
"ACT2_M_50801",6.63450422619047
"ACT2_M_50802",6.63450422619047
"ACT2_M_50804",7.19840561324786
"ACT2_M_50805",7.2492525925809
"ACT2_M_50847",7.11736752380952
"ACT2_M_50869",7.36064657706093
"ACT2_M_50875",8.29777642532468
"ACT2_M_50877",6.67458316666667
"ACT2_M_50878",6.56756613043478
"ACT2_M_50880",8.38282341157407
"ACT2_M_50881",8.38282341157407
"ACT2_M_50882",5.93671701324127
"ACT2_M_50883",6.08408381215661
"ACT2_M_50884",8.13833179248366
"ACT2_M_50888",7.04050376388889
"ACT2_M_50891",7.17752163442113
"ACT2_M_50897",7.65099708382209
"ACT2_M_50898",7.19404427012056
"ACT2_M_50904",7.88086224048758
"ACT2_M_50905",7.44940036719494
"ACT2_M_50906",6.44293122619048
"ACT2_M_50907",7.89718525130389
"ACT2_M_50908",7.74890238653097
"ACT2_M_50910",6.41071063690476
"ACT2_M_50912",5.75388009704575
"ACT2_M_50918",7.89711487496519
"ACT2_M_50919",6.62149290277778
"ACT2_M_50924",7.8496962124183
"ACT2_M_50943",7.21596968790201
"ACT2_M_50944",7.57892394913096
"ACT2_M_50945",7.6922264280764
"ACT2_M_50946",7.11126404029304
"ACT2_M_50947",7.06608231959707
"ACT2_M_50959",7.63932903571428
"ACT2_M_50972",7.0878175587275
"ACT2_M_50973",7.0878175587275
"ACT2_M_50974",5.9825958452381
"ACT2_M_50975",6.59370350396825
"ACT2_M_50976",6.59370350396825
"ACT2_M_50983",5.65728516106702
"ACT2_M_50985",8.49665365367965
"ACT2_M_50986",8.49665365367965
"ACT2_M_50987",6.59370350396825
"ACT2_M_50988",6.59370350396825
"ACT2_M_50996",8.47253245199693
"ACT2_M_50997",8.20244226282052
"ACT2_M_50998",8.16429343505759
"ACT2_M_50999",8.10165477159605
"ACT2_M_51001",8.07330752473367
"ACT2_M_51002",8.05358546185211
"ACT2_M_51004",8.03453839277273
"ACT2_M_51006",6.35215505439005
"ACT2_M_51022",7.78917862095258
"ACT2_M_51023",7.68788704860826
"ACT2_M_51025",8.43782969034767
"ACT2_M_51027",7.82859763306796
"ACT2_M_51028",7.8574556309736
"ACT2_M_51045",7.57467154922027
"ACT2_M_51047",8.04005093821521
"ACT2_M_51048",5.89204805627706
"ACT2_M_51049",7.27342161285283
"ACT2_M_51050",5.78083618251287
"ACT2_M_51051",8.04005093821521
"ACT2_M_51052",5.98885955453668
"ACT2_M_51053",7.26639703602757
"ACT2_M_51054",5.99504079365079
"ACT2_M_51055",8.09540976715686
"ACT2_M_51108",7.9398111256456
"ACT2_M_51111",6.91430096590909
"ACT2_M_51112",8.06052256143203
"ACT2_M_51117",8.38282341157407
"ACT2_M_51118",7.90080049074074
"ACT2_M_51123",7.80991313200253
"ACT2_M_51124",7.40788660644476
"ACT2_M_51125",7.46310830122655
"ACT2_M_51130",6.0307219077381
